"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County","Phone Number","Hospital Type","Hospital Ownership","Emergency Services"
"440054","WOODS MEMORIAL HOSPITAL","886 HIGHWAY 411 NORTH","","","ETOWAH","TN","37331","MCMINN","4232633600","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"440056","TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL","110 HOSPITAL DRIVE","","","JEFFERSON CITY","TN","37760","JEFFERSON","8654712500","Acute Care Hospitals","Proprietary","No"
"440057","CLAIBORNE COUNTY HOSPITAL","1850 OLD KNOXVILLE HIGHWAY","","","TAZEWELL","TN","37879","CLAIBORNE","4236264211","Acute Care Hospitals","Government - Local","Yes"
"440058","SOUTHERN TENNESSEE MEDICAL CENTER","185 HOSPITAL ROAD","","","WINCHESTER","TN","37398","FRANKLIN","9319678295","Acute Care Hospitals","Proprietary","Yes"
"440059","COOKEVILLE REGIONAL MEDICAL CENTER","1 MEDICAL CENTER BOULEVARD","","","COOKEVILLE","TN","38501","PUTNAM","9316462000","Acute Care Hospitals","Government - Local","Yes"
"440060","MILAN GENERAL HOSPITAL","4039 HIGHLAND ST","","","MILAN","TN","38358","GIBSON","7316861591","Acute Care Hospitals","Government - Local","Yes"
"440061","VOLUNTEER COMMUNITY HOSPITAL","161 MOUNT PELIA RD","","","MARTIN","TN","38237","WEAKLEY","7315874261","Acute Care Hospitals","Proprietary","Yes"
"440063","JOHNSON CITY MEDICAL CENTER","400 N STATE OF FRANKLIN RD","","","JOHNSON CITY","TN","37604","WASHINGTON","4234316111","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"440064","GRANDVIEW MEDICAL CENTER","1000 HIGHWAY 28","","","JASPER","TN","37347","MARION","4238379500","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"440065","NORTHCREST MEDICAL CENTER","100 NORTHCREST DRIVE","","","SPRINGFIELD","TN","37172","ROBERTSON","6153842411","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"440067","LAKEWAY REGIONAL HOSPITAL","726 MCFARLAND ST","","","MORRISTOWN","TN","37814","HAMBLEN","4235226000","Acute Care Hospitals","Proprietary","Yes"
"440068","ATHENS REGIONAL MEDICAL CENTER","1114 W MADISON AVE","","","ATHENS","TN","37371","MCMINN","4237451411","Acute Care Hospitals","Proprietary","Yes"
"440070","DECATUR COUNTY GENERAL HOSPITAL","969 TENNESSEE AVE S","","","PARSONS","TN","38363","DECATUR","7318473031","Acute Care Hospitals","Government - Local","Yes"
"440072","DYERSBURG REGIONAL MEDICAL CENTER","400 TICKLE ST","","","DYERSBURG","TN","38024","DYER","7312852410","Acute Care Hospitals","Proprietary","Yes"
"440073","MAURY REGIONAL HOSPITAL","1224 TROTWOOD AVE","","","COLUMBIA","TN","38401","MAURY","9313811111","Acute Care Hospitals","Government - Local","Yes"
"440081","LECONTE MEDICAL CENTER","742 MIDDLECREEK ROAD","","","SEVIERVILLE","TN","37862","CUMBERLAND","8654467500","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"440082","ST THOMAS HOSPITAL","4220 HARDING RD, PO BOX 380","","","NASHVILLE","TN","37205","DAVIDSON","6152222111","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"440083","JAMESTOWN REGIONAL MEDICAL CENTER","436 CENTRAL AVENUE WEST","","","JAMESTOWN","TN","38556","FENTRESS","9318793352","Acute Care Hospitals","Proprietary","Yes"
"440084","SWEETWATER HOSPITAL ASSOCIATION","304 WRIGHT ST","","","SWEETWATER","TN","37874","MONROE","8652138200","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"440091","MEMORIAL HEALTHCARE SYSTEM, INC","2525 DESALES AVE","","","CHATTANOOGA","TN","37404","HAMILTON","4234952525","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"440102","LINCOLN MEDICAL CENTER","106 MEDICAL CENTER BLVD","","","FAYETTEVILLE","TN","37334","LINCOLN","9314381100","Acute Care Hospitals","Government - Local","Yes"
"440104","ERLANGER MEDICAL CENTER","975 E 3RD ST","","","CHATTANOOGA","TN","37403","HAMILTON","4237787000","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"440109","HARDIN MEDICAL CENTER","935 WAYNE ROAD","","","SAVANNAH","TN","38372","HARDIN","7319268121","Acute Care Hospitals","Government - Local","Yes"
"440110","FORT LOUDOUN MEDICAL CENTER","550 FORT LOUDOUN MEDICAL CENTER DR","","","LENOIR CITY","TN","37772","LOUDON","8652716000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"440111","METRO NASHVILLE GENERAL HOSPITAL","1818 ALBION STREET","","","NASHVILLE","TN","37208","DAVIDSON","6153414490","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"440115","HUMBOLDT GENERAL HOSPITAL INC","3525 CHERE CAROL RD","","","HUMBOLDT","TN","38343","GIBSON","7317842321","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"440120","TENNOVA HEALTHCARE","900 EAST OAK HILL AVENUE","","","KNOXVILLE","TN","37917","KNOX","8655458000","Acute Care Hospitals","Proprietary","Yes"
"440125","FORT SANDERS REGIONAL MEDICAL CENTER","1901 W CLINCH AVE","","","KNOXVILLE","TN","37916","KNOX","8655411101","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"440130","BAPTIST MEMORIAL HOSPITAL UNION CITY","1201 BISHOP ST, PO BOX 310","","","UNION CITY","TN","38261","OBION","7318852410","Acute Care Hospitals","Proprietary","Yes"
"440131","BAPTIST MEMORIAL HOSPITAL TIPTON","1995 HIGHWAY 51 S","","","COVINGTON","TN","38019","TIPTON","9014762621","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"440132","HENRY COUNTY MEDICAL CENTER","301 TYSON AV","","","PARIS","TN","38242","HENRY","7316421220","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"440133","BAPTIST HOSPITAL","2000 CHURCH ST","","","NASHVILLE","TN","37236","DAVIDSON","6152845555","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"440137","HERITAGE MEDICAL CENTER","2835 HWY 231 N","","","SHELBYVILLE","TN","37160","BEDFORD","9316855433","Acute Care Hospitals","Proprietary","Yes"
"44013F","MEMPHIS VA MEDICAL CENTER","1030 JEFFERSON AVENUE","","","MEMPHIS                       ","TN","38104","SHELBY","9015777200","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"440141","CUMBERLAND RIVER HOSPITAL","100 OLD JEFFERSON ST","","","CELINA","TN","38551","CLAY","9312433581","Acute Care Hospitals","Proprietary","Yes"
"440144","HARTON REGIONAL MEDICAL CENTER","1801 N JACKSON ST BOX 460","","","TULLAHOMA","TN","37388","COFFEE","9313933000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"440147","BAPTIST REHABILITATION GERMANTOWN","2100 EXETER ROAD","","","GERMANTOWN","TN","38138","SHELBY","9017571350","Acute Care Hospitals","Voluntary non-profit - Private","No"
"440148","STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP","520 W MAIN ST","","","SMITHVILLE","TN","37166","DEKALB","6152155000","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"440150","SUMMIT MEDICAL CENTER","5655 FRIST BLVD","","","HERMITAGE","TN","37076","DAVIDSON","6153163000","Acute Care Hospitals","Proprietary","Yes"
"440151","RIVER PARK HOSPITAL","1559 SPARTA STREET","","","MC MINNVILLE","TN","37110","WARREN","9318154101","Acute Care Hospitals","Proprietary","Yes"
"440152","REGIONAL MEDICAL CENTER AT MEMPHIS","877 JEFFERSON AVENUE","","","MEMPHIS","TN","38103","SHELBY","9015457928","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"440153","TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER","435 2ND ST","","","NEWPORT","TN","37821","COCKE","4236252200","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"440156","PARKRIDGE MEDICAL CENTER","2333 MCCALLIE AVE","","","CHATTANOOGA","TN","37404","HAMILTON","4238944220","Acute Care Hospitals","Proprietary","Yes"
"440159","DELTA MEDICAL CENTER","3000 GETWELL RD","","","MEMPHIS","TN","38118","SHELBY","9013698100","Acute Care Hospitals","Proprietary","Yes"
"440161","CENTENNIAL MEDICAL CENTER","2300 PATTERSON STREET","","","NASHVILLE","TN","37203","DAVIDSON","6153421000","Acute Care Hospitals","Proprietary","Yes"
"440162","HEALTHSOUTH CHATTANOOGA REHAB HOSPITAL","2412 MCCALLIE AVE","","","CHATTANOOGA","TN","37404","HAMILTON","4236980221","Acute Care Hospitals","Government - State","No"
"440168","METHODIST HEALTHCARE FAYETTE HOSPITAL","214 LAKEVIEW RD","","","SOMERVILLE","TN","38068","FAYETTE","9015164014","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","SIDNEY & LAMONT STREETS","","","MOUNTAIN HOME                 ","TN","37684","WASHINGTON","4239261171","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"440173","PARKWEST MEDICAL CENTER","9352 PARK WEST BLVD","","","KNOXVILLE","TN","37923","KNOX","8659709800","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"440174","HAYWOOD PARK COMMUNITY HOSPITAL","2545 N WASHINGTON AVE","","","BROWNSVILLE","TN","38012","HAYWOOD","7317724110","Acute Care Hospitals","Proprietary","Yes"
"440175","CROCKETT HOSPITAL","HWY 43 S BOX 847","","","LAWRENCEBURG","TN","38464","LAWRENCE","9317626571","Acute Care Hospitals","Proprietary","Yes"
"440176","INDIAN PATH MEDICAL CENTER","2000 BROOKSIDE DR","","","KINGSPORT","TN","37660","SULLIVAN","4234311941","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"440180","JELLICO COMMUNITY HOSPITAL","188 HOSPITAL LANE","","","JELLICO","TN","37762","CAMPBELL","4237847252","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"440181","BOLIVAR GENERAL HOSPITAL","650 NUCKOLLS ROAD","","","BOLIVAR","TN","38008","HARDEMAN","7316583100","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"440182","MCKENZIE REGIONAL HOSPITAL","161 HOSPITAL DRIVE","","","MC KENZIE","TN","38201","CARROLL","7313525344","Acute Care Hospitals","Proprietary","Yes"
"440183","ST FRANCIS HOSPITAL","5959 PARK AVE","","","MEMPHIS","TN","38119","SHELBY","9017651000","Acute Care Hospitals","Proprietary","Yes"
"440184","FRANKLIN WOODS COMMUNITY HOSPITAL","401 PRINCETON RD","","","JOHNSON CITY","TN","37601","WASHINGTON","4238545600","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"440185","SKYRIDGE MEDICAL CENTER","2305 CHAMBLISS AVE NW","","","CLEVELAND","TN","37311","BRADLEY","4233394132","Acute Care Hospitals","Proprietary","Yes"
"440186","RIVERVIEW REGIONAL MEDICAL CENTER NORTH","158 HOSPITAL DRIVE","","","CARTHAGE","TN","37030","SMITH","6157351560","Acute Care Hospitals","Government - Local","Yes"
"440187","LIVINGSTON REGIONAL HOSPITAL","315 OAK ST BOX 550","","","LIVINGSTON","TN","38570","OVERTON","9318235611","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"440189","REGIONAL HOSPITAL OF JACKSON","367 HOSPITAL BLVD","","","JACKSON","TN","38305","MADISON","7316612000","Acute Care Hospitals","Proprietary","Yes"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","","","NASHVILLE                     ","TN","37212","DAVIDSON","6153275332","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"440192","WHITE COUNTY COMMUNITY HOSPITAL","401 SEWELL DR","","","SPARTA","TN","38583","WHITE","9317389211","Acute Care Hospitals","Proprietary","Yes"
"440193","UNIVERSITY MEDICAL CENTER","1411 BADDOUR PARKWAY","","","LEBANON","TN","37087","WILSON","6154448262","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"440194","HENDERSONVILLE MEDICAL CENTER","355 NEW SHACKLE ISLAND RD","","","HENDERSONVILLE","TN","37075","SUMNER","6153381000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"440197","SOUTHERN HILLS MEDICAL CTR","391 WALLACE RD","","","NASHVILLE","TN","37211","DAVIDSON","6157814000","Acute Care Hospitals","Proprietary","Yes"
"440200","STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL","324 DOOLITTLE ROAD","","","WOODBURY","TN","37190","CANNON","6155634001","Acute Care Hospitals","Proprietary","Yes"
"440218","THE CENTER FOR SPINAL SURGERY","2011 MURPHY AVENUE","","","NASHVILLE","TN","37203","DAVIDSON","6155158200","Acute Care Hospitals","Government - Federal","No"
"440227","STONECREST MEDICAL CENTER","200 STONECREST BOULEVARD","","","SMYRNA","TN","37167","RUTHERFORD","6157682000","Acute Care Hospitals","Proprietary","Yes"
"440228","SAINT FRANCIS BARTLETT MEDICAL CENTER","2986 KATE BOND RD","","","BARTLETT","TN","38133","SHELBY","9018207050","Acute Care Hospitals","Proprietary","Yes"
"441300","HICKMAN COMMUNITY HEALTH SERVICES","135 EAST SWAN STREET","","","CENTERVILLE","TN","37033","HICKMAN","9317294271","Critical Access Hospitals","Voluntary non-profit - Other","Yes"
"441301","TROUSDALE MEDICAL CENTER","500 CHURCH STREET","","","HARTSVILLE","TN","37074","TROUSDALE","6153742221","Critical Access Hospitals","Voluntary non-profit - Other","Yes"
"441304","JOHNSON COUNTY COMMUNITY HOSPITAL","1901 S SHADY ST","","","MOUNTAIN CITY                 ","TN","37683","JOHNSON","4237271110","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"441305","MACON COUNTY GENERAL HOSPITAL","204 MEDICAL DRIVE","","","LAFAYETTE","TN","37083","MACON","6156662147","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"441307","RIVERVIEW REGIONAL MEDICAL CENTER SOUTH","130 LEBANON HIGHWAY","","","CARTHAGE","TN","37030","SMITH","6157359815","Critical Access Hospitals","Proprietary","Yes"
"441308","MEDICAL CENTER OF MANCHESTER","481 INTERSTATE DRIVE","","","MANCHESTER","TN","37355","COFFEE","9317286354","Critical Access Hospitals","Proprietary","Yes"
"441309","MARSHALL MEDICAL CENTER","1080 NORTH ELLINGTON PARKWAY","","","LEWISBURG","TN","37091","MARSHALL","9313596276","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"441310","RHEA MEDICAL CENTER","9400 RHEA COUNTY HIGHWAY","","","DAYTON","TN","37321","RHEA","4237751121","Critical Access Hospitals","Government - Local","Yes"
"441311","CENTENNIAL MEDICAL CENTER OF ASHLAND CITY","313 NORTH MAIN ST","","","ASHLAND CITY","TN","37015","CHEATHAM","6157923030","Critical Access Hospitals","Proprietary","Yes"
"441312","PATIENTS' CHOICE MEDICAL CENTER OF ERIN","302 EAST MAIN STREET","","","ERIN","TN","37061","HOUSTON","9312894211","Critical Access Hospitals","Proprietary","Yes"
"441313","WELLMONT HANCOCK COUNTY HOSPITAL","1517 MAIN STREET HWY 33","","","SNEEDVILLE","TN","37869","HANCOCK","4237335001","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"441314","LAUDERDALE COMMUNITY HOSPITAL","326 ASBURY AVENUE","","","RIPLEY","TN","38063","LAUDERDALE","7312212200","Critical Access Hospitals","Proprietary","Yes"
"441315","COPPER BASIN MEDICAL CENTER","HIGHWAY 68","","","COPPERHILL","TN","37317","POLK","4234965511","Critical Access Hospitals","Voluntary non-profit - Other","Yes"
"441316","CAMDEN GENERAL HOSPITAL","175 HOSPITAL DRIVE","","","CAMDEN","TN","38320","BENTON","7315846135","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"441317","SCOTT COUNTY HOSPITAL","18797 ALBERTA AVENUE","","","ONEIDA","TN","37841","SCOTT","4235698521","Critical Access Hospitals","Government - Local","Yes"
"450002","PROVIDENCE MEMORIAL HOSPITAL","2001 N OREGON ST","","","EL PASO","TX","79902","EL PASO","9155776011","Acute Care Hospitals","Proprietary","Yes"
"450005","MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL","608 STRICKLAND DRIVE","","","ORANGE","TX","77630","ORANGE","4098839361","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"450007","PETERSON REGIONAL MEDICAL CENTER","551 HILL COUNTRY DRIVE","","","KERRVILLE","TX","78028","KERR","8308964200","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"450008","CHILDREN'S HOSPITAL -SCOTT & WHITE HEALTHCARE","1901 SW H K DODGEN LOOP","","","TEMPLE","TX","76502","BELL","2547718600","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"450010","UNITED REGIONAL HEALTH CARE SYSTEM","1600 11TH STREET","","","WICHITA FALLS","TX","76301","WICHITA","9407643055","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"450011","ST JOSEPH REGIONAL HEALTH CENTER","2801 FRANCISCAN DR","","","BRYAN","TX","77802","BRAZOS","9797763912","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"450015","PARKLAND HEALTH AND HOSPITAL SYSTEM","5201 HARRY HINES BLVD","","","DALLAS","TX","75235","DALLAS","2145908000","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"450018","UNIVERSITY OF TEXAS MEDICAL BRANCH GAL","301 UNIVERSITY BOULEVARD","","","GALVESTON","TX","77555","GALVESTON","4097721011","Acute Care Hospitals","Government - State","Yes"
"450021","BAYLOR UNIVERSITY MEDICAL CENTER","3500 GASTON AVE","","","DALLAS","TX","75246","DALLAS","2148200111","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"450023","CITIZENS MEDICAL CENTER","2701 HOSPITAL DRIVE","","","VICTORIA","TX","77901","VICTORIA","3615725113","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"450024","UNIVERSITY MEDICAL CENTER OF EL PASO","4815 ALAMEDA AVE","","","EL PASO","TX","79905","EL PASO","9155217602","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"450028","VHS BROWNSVILLE HOSPITAL COMPANY, LLC","1040 W JEFFERSON ST","","","BROWNSVILLE","TX","78520","CAMERON","9565441400","Acute Care Hospitals","Proprietary","Yes"
"450029","LAREDO MEDICAL CENTER","1700 EAST SAUNDERS","","","LAREDO","TX","78044","WEBB","9567965000","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"450032","GOOD SHEPHERD MEDICAL CENTER MARSHALL","811 S WASHINGTON","","","MARSHALL","TX","75670","HARRISON","9039276712","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"450033","VHS HARLINGEN HOSPITAL COMPANY LLC","2101 PEASE ST","","","HARLINGEN","TX","78550","CAMERON","9563891100","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"450034","CHRISTUS HOSPITAL","2830 CALDER AVENUE","","","BEAUMONT","TX","77702","JEFFERSON","4098927171","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"450035","ST JOSEPH MEDICAL CENTER","1401 ST. JOSEPH PARKWAY","","","HOUSTON","TX","77002","HARRIS","7137571000","Acute Care Hospitals","Government - Federal","Yes"
"450037","GOOD SHEPHERD MEDICAL CENTER","700 EAST MARSHALL AVENUE","","","LONGVIEW","TX","75601","GREGG","9033152000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"450039","JPS HEALTH NETWORK","1500 S MAIN ST","","","FORT WORTH","TX","76104","TARRANT","8179213431","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"450040","COVENANT MEDICAL CENTER","3615 19TH STREET","","","LUBBOCK","TX","79410","LUBBOCK","8067256000","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"450042","PROVIDENCE HEALTH CENTER","6901 MEDICAL PARKWAY","","","WACO","TX","76712","MCLENNAN","2547514000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"450044","UT SOUTHWESTERN UNIVERSITY HOSPITAL","5909 HARRY HINES BLVD","","","DALLAS","TX","75390","DALLAS","2148793758","Acute Care Hospitals","Government - State","Yes"
"450046","CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI","600 ELIZABETH STREET","","","CORPUS CHRISTI","TX","78404","NUECES","3619024103","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"450051","METHODIST DALLAS MEDICAL CENTER","1441 NORTH BECKLEY AVENUE","","","DALLAS","TX","75203","DALLAS","2149472879","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"450052","GOODALL WITCHER HOSPITAL","101 S AVE T","","","CLIFTON","TX","76634","BOSQUE","2546758322","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"450054","SCOTT & WHITE MEMORIAL HOSPITAL","2401 31ST ST","","","TEMPLE","TX","76508","BELL","2547242111","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"450055","ROLLING PLAINS MEMORIAL HOSPITAL","200 E ARIZONA","","","SWEETWATER","TX","79556","NOLAN","3252351701","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"450056","SETON MEDICAL CENTER AUSTIN","1201 W 38TH ST","","","AUSTIN","TX","78705","TRAVIS","5123241000","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"450058","BAPTIST MEDICAL CENTER","111 DALLAS STREET","","","SAN ANTONIO","TX","78205","BEXAR","2102971020","Acute Care Hospitals","Proprietary","Yes"
"450064","TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL","800 W RANDOL MILL RD","","","ARLINGTON","TX","76012","TARRANT","8175486100","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"450068","MEMORIAL HERMANN TEXAS MEDICAL CENTER","6411 FANNIN","","","HOUSTON","TX","77030","HARRIS","7137043700","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"450072","BRAZOSPORT REGIONAL HEALTH SYSTEM","100 MEDICAL DRIVE","","","LAKE JACKSON","TX","77566","BRAZORIA","9792974411","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"450073","COGDELL MEMORIAL HOSPITAL","1700 COGDELL BLVD","","","SNYDER","TX","79549","SCURRY","3255747437","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"450078","ANSON GENERAL HOSPITAL","101 AVENUE J","","","ANSON","TX","79501","JONES","3258233231","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"450079","BAYLOR MEDICAL CENTER AT IRVING","1901 N MACARTHUR BLVD","","","IRVING","TX","75061","DALLAS","9725798100","Acute Care Hospitals","Proprietary","Yes"
"450080","TITUS REGIONAL MEDICAL CENTER","2001 N JEFFERSON","","","MOUNT PLEASANT","TX","75455","TITUS","9035776000","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"450082","CHRISTUS SPOHN HOSPITAL BEEVILLE","1500 E HOUSTON HWY","","","BEEVILLE","TX","78102","BEE","3613542000","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"450083","EAST TEXAS MEDICAL CENTER","1000 SOUTH BECKHAM STREET","","","TYLER","TX","75701","SMITH","9035970351","Acute Care Hospitals","Government - Local","Yes"
"450085","GRAHAM REGIONAL MEDICAL CENTER","1301 MONTGOMERY ROAD","","","GRAHAM","TX","76450","YOUNG","9405493400","Acute Care Hospitals","Government - State","Yes"
"450087","NORTH HILLS HOSPITAL","4401 BOOTH CALLOWAY ROAD","","","NORTH RICHLAND HILLS","TX","76180","TARRANT","8172551000","Acute Care Hospitals","Proprietary","Yes"
"450090","NORTH TEXAS MEDICAL CENTER","1900 HOSPITAL BLVD","","","GAINESVILLE","TX","76240","COOKE","9406128600","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"450092","FORT DUNCAN MEDICAL CENTER","3333 N FOSTER MALDONADO BLVD","","","EAGLE PASS","TX","78852","MAVERICK","8307735321","Acute Care Hospitals","Proprietary","Yes"
"450097","BAYSHORE MEDICAL CENTER","4000 SPENCER HWY","","","PASADENA","TX","77504","HARRIS","7133591000","Acute Care Hospitals","Proprietary","Yes"
"450099","PAMPA REGIONAL MEDICAL CENTER","1 MEDICAL PLAZA","","","PAMPA","TX","79065","GRAY","8066653721","Acute Care Hospitals","Proprietary","Yes"
"450101","HILLCREST BAPTIST MEDICAL CENTER","100 HILLCREST MEDICAL BLVD","","","WACO","TX","76712","MCLENNAN","2542022000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"450102","MOTHER FRANCES HOSPITAL","800 EAST DAWSON","","","TYLER","TX","75701","SMITH","9035938441","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"450104","GUADALUPE REGIONAL MEDICAL CENTER","1215 E COURT ST","","","SEGUIN","TX","78155","GUADALUPE","8303792411","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"450107","LAS PALMAS MEDICAL CENTER","1801 NORTH OREGON STREET","","","EL PASO","TX","79902","EL PASO","9155211200","Acute Care Hospitals","Proprietary","Yes"
"450108","CONNALLY MEMORIAL MEDICAL CENTER","499 10TH STREET","","","FLORESVILLE","TX","78114","WILSON","8303931300","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"450119","SOUTH TEXAS HEALTH SYSTEM","1102 W TRENTON ROAD","","","EDINBURG","TX","78539","HIDALGO","9566324000","Acute Care Hospitals","Proprietary","Yes"
"450123","RENAISSANCE HOSPITAL GROVES","5500 39TH ST","","","GROVES","TX","77619","JEFFERSON","4099625733","Acute Care Hospitals","Proprietary","Yes"
"450124","UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE","601 E 15TH STREET","","","AUSTIN","TX","78701","TRAVIS","5123247000","Acute Care Hospitals","Government - Local","Yes"
"450128","KNAPP MEDICAL CENTER","1401 EAST EIGHT STREET","","","WESLACO","TX","78596","HIDALGO","9569688567","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"450130","NIX HEALTH CARE SYSTEM","414 NAVARRO, SUITE 600","","","SAN ANTONIO","TX","78205","BEXAR","2102712188","Acute Care Hospitals","Proprietary","No"
"450132","MEDICAL CENTER HOSPITAL","500 W 4TH STREET","","","ODESSA","TX","79761","ECTOR","4326404000","Acute Care Hospitals","Government - Hospital District or Authority","No"
"450133","MIDLAND MEMORIAL HOSPITAL","2200 WEST ILLINOIS AVE","","","MIDLAND","TX","79701","MIDLAND","4326851111","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"450135","TEXAS HEALTH HARRIS METHODIST FORT WORTH","1301 PENNSYLVANIA AVENUE","","","FORT WORTH","TX","76104","TARRANT","8172502100","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"450137","BAYLOR ALL SAINTS MEDICAL CENTER AT FW","1400 EIGHTH AVE","","","FORT WORTH","TX","76104","TARRANT","8179262544","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"450143","SETON SMITHVILLE REGIONAL HOSPITAL","800 EAST HIGHWAY 71","","","SMITHVILLE","TX","78957","BASTROP","5122373214","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"450144","PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO","720 HOSPITAL DRIVE","","","ANDREWS","TX","79714","ANDREWS","4325232200","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"450147","DETAR HOSPITAL NAVARRO","506 E SAN ANTONIO ST","","","VICTORIA","TX","77902","VICTORIA","3615757441","Acute Care Hospitals","Proprietary","Yes"
"450148","TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE","201 WALLS DRIVE","","","CLEBURNE","TX","76033","JOHNSON","8176412551","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"450152","METROPLEX HOSPITAL","2201 S CLEAR CREEK ROAD","","","KILLEEN","TX","76542","BELL","2545267523","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
